SN,TEST_NAME,sub_test_name,test_result,lower_limit,upper_limit,test_value,process,mapping_process,endtime,[station_id],[fixture_id]
FM7914400B5M0XCEX13,A039.Z,A039.Z,pass,-0.025,0.025,-0.005,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921202A1L82LCQ22,471.L,471.L,pass,0.145,0.265,0.247,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79213007RL82LCA22,569.N,569.N,pass,0,0.155,0.051,ump-t1,CNC6,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7919600B6L82JCT19,470.L,470-TD.L,pass,0.145,0.265,0.254,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201C3L82LCH22,327.L,327.L,pass,2.095,2.205,2.177,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201C3L82LCH22,327.L,327.L,pass,2.095,2.205,2.177,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201M9L82LCJ22,491.L,491.L,pass,1.395,1.555,1.515,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100M6L82LCP22,469.L,469.L,pass,0.145,0.265,0.202,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791430021M0XCEV13,A326.Y,A326-O.Y,pass,0,0.065,0.016,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79212003NL82JA022,237.N,237-06.N,pass,0.405,0.515,0.457,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212004SL82LCK22,126.N,126.N,pass,0.145,0.355,0.223,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300K4L82LCV22,560.N,560-02.N,pass,1.315,1.385,1.338,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100BGL82JAH22,269.S,269.S,pass,0.615,1.025,0.775,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212004SL82LCK22,162.N,162.N,pass,1.805,1.855,1.824,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79136001RM0XDE713,A001.N,A001-25.N,pass,4.615,4.855,4.745,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,234.N,234-02.N,pass,0.175,0.255,0.216,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921300K4L82LCV22,450.L,450-12.L,pass,0.01,0.22,0.113,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921300K4L82LCV22,470.L,470-TD.L,pass,0.145,0.265,0.231,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100BGL82JAH22,453.L,453-09.L,pass,0.01,0.22,0.141,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700XDM0XDEW13,A118.N,A118.N,pass,19.365,19.715,19.538,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A124.N,A124-B2.N,pass,32.235,32.645,32.771,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100BGL82JAH22,093.L,093-B03.L,pass,1.365,1.485,1.449,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700CQM0XDE813,A115.N,A115.N,pass,12.055,12.465,12.259,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A004.Y,A004-13.Y,pass,75.065,75.295,75.093,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79207010KL82KC219,244.S,244-P1.S,pass,0.575,0.815,0.752,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700XDM0XDEW13,A128.N,A128-B3.N,pass,31.275,31.685,37.163,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A225.N,A225-B3.N,pass,1.115,1.525,1.14,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914401NLM0XCEG13,531.Z,531-North.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A002.N,A002-02.N,pass,155.175,155.385,155.211,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700F6M0XDEH13,A225.N,A225-B3.N,pass,1.115,1.525,1.119,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921300K4L82LCV22,051.L,051.L,pass,0,1.5,0,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300K4L82LCV22,470.L,470.L,pass,0.145,0.265,0.213,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212004SL82LCK22,162.N,162.N,pass,1.805,1.855,1.824,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700XDM0XDEW13,A224.Y,A224-A02.Y,pass,0.455,0.615,0.499,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914400Q5M0XCES13,A139.N,A139-B3.N,pass,5.635,5.945,5.773,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700CQM0XDE813,A042.Z,A042.Z,pass,-0.025,0.025,-0.009,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100BGL82JAH22,124.N,124-10.N,pass,0.115,0.325,0.246,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921300K4L82LCV22,470.L,470-TD.L,pass,0.145,0.265,0.231,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200U3L82LC422,639.S,639.S,pass,0.185,0.495,0.314,ump-t1,CNC7,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201M9L82LCJ22,126.N,126-04.N,pass,0.145,0.355,0.195,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79144018MM0XCEP13,A110.N,A110.N,pass,9.195,9.605,9.383,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921202DNL82LCU22,471.L,471.L,pass,0.145,0.265,0.234,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201M9L82LCJ22,638.S,638-08.S,pass,0.235,0.545,0.372,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202DNL82LCU22,237.N,237-10.N,pass,0.405,0.515,0.455,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79144012LM0XCE813,A039.Z,A039.Z,pass,-0.025,0.025,-0.006,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A001.N,A001-13.N,pass,4.615,4.855,4.762,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79211007GL82JAV22,580.N,580-10.N,pass,1.315,1.385,1.339,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201M9L82LCJ22,569.N,569.N,pass,0,0.155,0.071,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914400B5M0XCEX13,A132.N,A132.N,pass,23.645,23.955,23.851,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79144018MM0XCEP13,A119.N,A119-B1.N,pass,10.815,11.225,11.101,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79144018MM0XCEP13,A122.N,A122-B3.N,pass,7.145,7.455,6.821,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A042.Z,A042.Z,pass,-0.025,0.025,0.001,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700F6M0XDEH13,A008.N,A008-East.N,pass,-3.5,3.5,0,ump-t3,CNC6,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921300K4L82LCV22,107.L,107.L,pass,1.805,1.855,1.813,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7920700Y6L82KCN19,469.L,469-TU.L,pass,0.145,0.265,0.209,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792070157L82KCZ19,336.L,336.L,pass,13.095,13.205,13.146,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300K4L82LCV22,486.L,486-B01.L,pass,1.365,1.485,1.46,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700CQM0XDE813,A022.N,A022-15-C3.N,pass,-0.005,0.155,0.086,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A119.N,A119.N,pass,10.815,11.225,11.009,ump-t3,ua-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7920400VQM0XDC819,108.L,108.L,pass,1.805,1.855,1.829,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920400VQM0XDC819,641.S,641.S,pass,0.235,0.545,0.406,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700XDM0XDEW13,A119.N,A119.N,pass,10.815,11.225,11.045,ump-t3,ua-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100Q3L82LCH22,237.N,237.N,pass,0.405,0.515,0.466,ump-t1,CNC6,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100BGL82JAH22,641.S,641.S,pass,0.235,0.545,0.459,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79136001RM0XDE713,A022.N,A022-08.N,pass,-0.005,0.155,0.227,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921202B4L82LCJ22,638.S,638-06.S,pass,0.235,0.545,0.444,ump-t1,CNC7,2019.05.26,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700CQM0XDE813,531.Y,531-East.Y,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A008.N,A008-South.N,pass,-1.5,1.9,0,ump-t3,CNC6,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79137020YM0XDE013,A115.N,A115.N,pass,12.055,12.465,12.244,ump-t3,ua-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79144018MM0XCEP13,A144.N,A144-LA11.N,pass,3.455,3.715,3.586,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM791430021M0XCEV13,A006.N,A006.N,pass,77.695,78.005,77.74,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921202BRL82LCX22,237.N,237-06.N,pass,0.405,0.515,0.449,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921202DNL82LCU22,453.L,453-13.L,pass,0.01,0.22,0.138,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79211007GL82JAV22,039.L,039-TD.L,pass,0.145,0.265,0.202,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700LKM0XDEP13,A135.N,A135-B1.N,pass,1.035,1.345,1.173,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700C1M0XDEX13,A121.N,A121.N,pass,8.535,8.885,8.715,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700C1M0XDEX13,A022.N,A022-20.N,pass,-0.005,0.155,0.022,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700C1M0XDEX13,A129.N,A129-B1.N,pass,5.555,5.905,5.714,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM791360040M0XDEP13,A002.N,A002.N,pass,155.175,155.385,155.3,ump-t3,sp-wld1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200W7L82LCU22,130.N,130.N,pass,1.805,1.855,1.833,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200QKL82LC022,094.L,094-S.L,pass,0.825,0.945,0.859,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920700XNL82KC919,007.N,007-01.N,pass,0.895,1.105,1.014,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79213002LL82LCW22,489.L,489.L,pass,1.395,1.555,1.472,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914101G6M0XDEG13,A273.N,A273.N,pass,4.055,4.465,4.283,ump-t3,bd-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201HRL82LCE22,269.S,269.S,pass,0.615,1.025,0.797,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914101G6M0XDEG13,A224.Y,A224-M02.Y,pass,0.455,0.615,0.497,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100H7L82LC022,486.L,486.L,pass,1.365,1.485,1.424,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200WEL82LCM22,094.L,094-S.L,pass,0.825,0.945,0.857,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79205000EL82KCA19,009.N,009-01.N,pass,0.895,1.105,1.026,ump-t1,Grinding,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79213002LL82LCW22,257.S,257.S,pass,0.615,1.025,0.936,ump-t1,CNC7,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79137005HM0XDE213,A022.N,A022-16.N,pass,-0.005,0.155,0.197,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100N1L82LCR22,234.N,234-06.N,pass,0.175,0.255,0.213,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100RKL82LCY22,148.L,148.L,pass,1.805,1.855,1.831,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100RKL82LCY22,342.L,342.L,pass,0.065,0.185,0.138,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700F6M0XDEH13,A225.N,A225-B3.N,pass,1.115,1.525,1.115,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A121.N,A121.N,pass,8.535,8.885,8.698,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914400Q5M0XCES13,A126.N,A126.N,pass,24.325,24.735,24.477,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792120020L82JAR22,453.L,453-13.L,pass,0.01,0.22,0.048,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700F6M0XDEH13,A121.N,A121-B1.N,pass,8.535,8.885,8.767,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A041.Z,A041.Z,pass,-0.025,0.025,0.006,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700CQM0XDE813,A140.N,A140.N,pass,14.565,14.975,14.751,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7920700T2L82KC719,093.L,093.L,pass,1.365,1.485,1.408,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201C3L82LCH22,470.L,470.L,pass,0.145,0.265,0.185,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79205019LL82KCA19,009.N,009-01.N,pass,0.895,1.105,1.024,ump-t1,Grinding,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202C1L82LCJ22,051.L,051-04.L,pass,0.505,0.635,0.545,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921202DNL82LCU22,489.L,489.L,pass,1.395,1.555,1.5,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,590.L,590.L,pass,0.815,0.975,0.91,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201M9L82LCJ22,237.N,237-03.N,pass,0.405,0.515,0.45,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060108M0XDC619,274.S,274-02.S,pass,0.205,0.515,0.373,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201C3L82LCH22,011.L,011-01.L,pass,0.895,1.105,1.004,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921202DNL82LCU22,590.L,590.L,pass,0.815,0.975,0.918,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79213007RL82LCA22,130.N,130.N,pass,1.805,1.855,1.814,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100M6L82LCP22,471.L,471.L,pass,0.145,0.265,0.231,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200FLL82LCS22,590.L,590.L,pass,0.815,0.975,0.889,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,071.L,071.L,pass,0.815,0.975,0.901,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700LKM0XDEP13,A139.N,A139-B3.N,pass,5.635,5.945,6.798,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700DQM0XDE513,A139.N,A139.N,pass,5.635,5.945,5.749,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201C3L82LCH22,483.L,483-S.L,pass,0.825,0.945,0.901,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791960046L82JCE19,124.N,124-10.N,pass,0.115,0.325,0.255,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914300SPM0XCE313,A042.Z,A042.Z,pass,-0.025,0.025,0.007,ump-t3,Grinding,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921202DNL82LCU22,590.L,590.L,pass,0.815,0.975,0.918,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212014SL82LCJ22,453.L,453-06.L,pass,0.01,0.22,0.071,ump-t1,CNC5-2,2019.05.26,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914100KLM0XDEU13,A331.N,A331.N,pass,4.915,5.225,5.111,ump-t3,mlb-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79144018MM0XCEP13,A112.N,A112-B3.N,pass,20.095,20.445,20.195,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100BGL82JAH22,641.S,641.S,pass,0.235,0.545,0.459,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920300CCM0XDC419,471.L,471.L,pass,0.145,0.265,0.232,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700F6M0XDEH13,A224.Y,A224-O02.Y,pass,0.455,0.615,0.499,ump-t3,trim-sp-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,471.L,471-TD.L,pass,0.145,0.265,0.249,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79141013DM0XDEE13,531.Z,531-23.Z,pass,-0.005,0.305,0.152,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7914400P7M0XCET13,A331.N,A331.N,pass,4.915,5.225,5.214,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A008.N,A008-South.N,pass,-1.5,1.9,0,ump-t3,CNC6,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A122.N,A122-B3.N,pass,7.145,7.455,1.429,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914401NLM0XCEG13,A036.N,A036-UL.N,pass,-0.025,0.025,0.006,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921100P7L82LCG22,487.L,487.L,pass,1.365,1.485,1.42,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM792070008L82JCF19,473.L,473.L,pass,0.145,0.265,0.199,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914100BFM0XDEP13,A112.N,A112-B1.N,pass,20.095,20.445,-1.714,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792110039L82KAD22,450.L,450-04.L,pass,0.01,0.22,0.063,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791410117M0XDES13,A035.N,A035-UR.N,pass,-0.025,0.025,0.002,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM792110039L82KAD22,039.L,039.L,pass,0.145,0.265,0.213,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79213002HL82LCZ22,639.S,639-05.S,pass,0.185,0.495,0.319,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791410117M0XDES13,A131.N,A131-B3.N,pass,7.145,7.455,12.925,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7920300CCM0XDC419,560.N,560.N,pass,1.315,1.385,1.361,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79141013DM0XDEE13,A022.N,A022-34.N,pass,-0.005,0.155,-0.054,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7920300CCM0XDC419,123.L,123.L,pass,0.01,0.22,0.083,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212004SL82LCK22,051.L,051.L,pass,0,1.5,0,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914401NLM0XCEG13,A115.N,A115-B3.N,pass,12.055,12.465,12.293,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200D1L82LCH22,109.N,109.N,pass,1.845,1.935,1.893,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921200U3L82LC422,107.L,107.L,pass,1.805,1.855,1.819,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914400P7M0XCET13,A008.N,A008-West.N,pass,-3.5,3.5,0,ump-t3,CNC6,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700CQM0XDE813,A037.N,A037-LR.N,pass,-0.025,0.025,0.009,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
